cellosaurus_id,cell_line_name,DepMap_ID,disease,disease_combined,disease_cleaned,disease_sutype,disease_sub_subtype,culture_type,culture_medium,gender,source,cellosaurus_derived_from_site,cellosaurus_disease,tissue
CVCL_1166,D-566MG,ACH-002231,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
CVCL_1168,DB,ACH-000334,lymphoma,lymphoma,Lymph,DLBCL, ,Suspension,RPMI + 10% FBS,Male,ATCC,Ascites,Diffuse large B-cell lymphoma,Lymph
CVCL_1172,DJM-1,ACH-002100,unknown,skin squamous cell carcinoma,Skin, , ,,,,Sanger,Skin,Skin squamous cell carcinoma,Skin
CVCL_1176,DMS 273,ACH-000749,lung,lung,Lung,lung_small, ,,,Female,ECACC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1177,DMS 53,ACH-000698,lung,lung,Lung,lung_small, ,Adherent,RPMI + 10% FBS,Male,ATCC,Lung,Small cell lung cancer,Lung
CVCL_1178,DMS 79,ACH-000703,lung,lung,Lung,lung_small, ,,,Male,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1181,DoTc2 4510,ACH-001341,cervix,cervix,Cervix, , ,Adherent,DMEM + 10% FBS,Female,,"Uterus, cervix",Cervical carcinoma,Cervix
CVCL_1182,DSH1,ACH-002235,unknown,bladder carcinoma,Bladder, , ,,,,Sanger,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1183,DU4475,ACH-000258,breast,breast,Breast,TNBC, ,Suspension,RPMI + 10% FBS,Female,ATCC,Skin,Breast carcinoma,Breast
CVCL_1185,EB3 [Human Burkitt lymphoma],,,burkitt lymphoma,Lymph,,,,,,,"Bone, jaw, maxilla",Burkitt lymphoma,Lymph
CVCL_1187,EC-GI-10,ACH-000305,esophagus,esophagus,Esophagus,esophagus_squamous, ,,,Male,RIKEN,Lymph node,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1188,ECC10,ACH-000560,gastric,gastric,Stomach,gastric_small, ,,,Male,RIKEN,Stomach,Gastric small cell carcinoma,Stomach
CVCL_1194,EHEB,ACH-000038,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Female,DSMZ,Peripheral blood,,Lymph
CVCL_1195,EKVX,ACH-000706,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Male,Garraway Lab,,Lung adenocarcinoma,Lung
CVCL_1197,EPLC-272H,ACH-000585,lung,lung,Lung,lung_NSC,lung_squamous,Adherent,RPMI + 20% FBS,Male,DSMZ,,Lung mucoepidermoid carcinoma,Lung
CVCL_1198,ES1,ACH-002103,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1200,ES4,ACH-002105,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1202,ES6,ACH-002107,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1203,ES7,ACH-002108,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1204,ES8,ACH-002109,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1207,Evsa-T,ACH-001065,breast,breast,Breast,ERneg, ,,,Female,,Ascites,Breast carcinoma,Breast
CVCL_1208,EW-1,ACH-002110,unknown,ewing sarcoma,Bone, , ,,,,Sanger,Pleural effusion,Ewing sarcoma,Bone
CVCL_1209,EW-11,ACH-002111,unknown,ewing sarcoma,Bone, , ,,,,Sanger,Mediastinal lymph node,Ewing sarcoma,Bone
CVCL_1211,EW-13,ACH-002113,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1212,EW-16,ACH-002114,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1213,EW-18,ACH-002115,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1215,EW-24,ACH-002117,unknown,ewing sarcoma,Bone, , ,,,,Sanger,,Ewing sarcoma,Bone
CVCL_1216,EW-3,ACH-002118,unknown,ewing sarcoma,Bone, , ,,,,Sanger,Pleural effusion,Ewing sarcoma,Bone
CVCL_1217,EW-7,ACH-002119,unknown,ewing sarcoma,Bone, , ,,,,Sanger,Pleural effusion,Ewing sarcoma,Bone
CVCL_1219,FTC-133,ACH-000903,thyroid,thyroid,Thyroid, , ,,DMEM:F12 (1:1) + 10% FBS + 2mM Glutamine,Male,ECACC,Thyroid gland,Differentiated thyroid carcinoma,Thyroid
CVCL_1225,GAK,ACH-002120,unknown,vulvar melanoma,Skin, , ,,,,Sanger,Inguinal lymph node,Vulvar melanoma,Skin
CVCL_1230,GDM-1,ACH-000081,leukemia,leukemia,Blood,AML, ,,,Female,ATCC,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_1232,GI-ME-N,ACH-001344,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Male,,Bone marrow,Neuroblastoma,Nervous System
CVCL_1234,GOTO,ACH-001716,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Male,,Adrenal gland,Neuroblastoma,Nervous System
CVCL_1235,GP5d,ACH-001345,colorectal,colorectal,Colon, , ,Adherent,DMEM + 10% FBS,Female,,Colon,Colon adenocarcinoma,Colon
CVCL_1236,GR-ST,ACH-002238,unknown,precursor b-cell acute lymphoblastic leukemia,Blood, , ,,,,Sanger,Peripheral blood,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1238,H-EMC-SS,ACH-001519,bone,bone,Bone,chondrosarcoma, ,,,Female,,Muscle,Extraskeletal myxoid chondrosarcoma,Bone
CVCL_1240,H9,ACH-002240,unknown,sezary syndrome,Lymph, , ,,,,Sanger,Peripheral blood,Sezary syndrome,Lymph
CVCL_1241,HA7-RCC,ACH-002139,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,,Renal cell carcinoma,Kidney
CVCL_1242,HAL-01,ACH-002241,unknown,b-lymphoblastic leukemia/lymphoma with t(17,Blood, , ,,,,Sanger,Peripheral blood,B-lymphoblastic leukemia/lymphoma with t(17,Blood
CVCL_1243,HC-1,ACH-002242,unknown,classic hairy cell leukemia,Blood, , ,,,,Sanger,Peripheral blood,Classic hairy cell leukemia,Blood
CVCL_1251,HCC1419,ACH-000277,breast,breast,Breast,HER2Amp, ,Adherent,RPMI + 10% FBS,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_1252,HCC1428,ACH-000352,breast,breast,Breast,ERpos, ,Adherent,RPMI + 10% FBS,Female,ATCC,Pleural effusion,Breast adenocarcinoma,Breast
CVCL_1256,HCC1599,ACH-000196,breast,breast,Breast,HER2Amp, ,,,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_1261,HCC2157,ACH-000691,breast,breast,Breast,TNBC, ,,,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_1263,HCC2218,ACH-000755,breast,breast,Breast,HER2Amp, ,,,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_1266,HCC2998,ACH-001081,colorectal,colorectal,Colon, , ,,,Unknown,,,Colon adenocarcinoma,Colon
CVCL_1267,HCC38,ACH-000276,breast,breast,Breast,TNBC, ,,,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_1274,HEC-1,ACH-001517,uterus,uterus,Uterus,uterus_endometrium, ,,,Female,,Endometrium,Type II endometrial adenocarcinoma,Uterus
CVCL_1284,HO-1-N-1,ACH-002244,unknown,squamous cell carcinoma of the oral cavity,Head And Neck, , ,,,,Sanger,,Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_1286,HOP-92,ACH-000825,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,Garraway Lab,Lung,Lung non-small cell carcinoma,Lung
CVCL_1288,HSC-3,ACH-000778,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,Adherent,MEM + 10% FBS,Male,HSSRB,Cervical lymph node,Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1289,HSC-4,ACH-000546,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Male,HSSRB,Cervical lymph node,Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1293,HT-3,ACH-001525,cervix,cervix,Cervix, , ,,,Female,,Lymph node,Cervical carcinoma,Cervix
CVCL_1294,HT-55,ACH-000926,colorectal,colorectal,Colon, , ,Adherent,MEM + 20% FBS + Glutamine + NEAA,Unknown,ECACC,Rectum,Rectal adenocarcinoma,Colon
CVCL_1295,HTC-C3,ACH-001350,thyroid,thyroid,Thyroid, , ,,,Female,,Pleural effusion,Anaplastic thyroid carcinoma,Thyroid
CVCL_1297,HuO-3N1,ACH-002142,unknown,osteosarcoma,Bone, , ,,,,Sanger,Bone,Osteosarcoma,Bone
CVCL_1298,HuO9,ACH-001526,bone,bone,Bone,osteosarcoma, ,,RPMI + 10% FBS,Female,,"Bone, right distal femur",Osteosarcoma,Bone
CVCL_1301,HuTu 80,ACH-000538,small_intestine,small_intestine,Small Intestine, , ,,,Male,ATCC,"Small intestine, duodenum",Duodenal adenocarcinoma,Small Intestine
CVCL_1305,IM-9,ACH-002247,unknown,unknown,Unknown, , ,,,,Sanger,Bone marrow,,Blood
CVCL_1306,IMR-5,ACH-002248,unknown,neuroblastoma,Nervous System, , ,,,,Sanger,Abdomen,Neuroblastoma,Nervous System
CVCL_1308,IST-MEL1,ACH-002143,unknown,melanoma,Skin, , ,,,,Sanger,Skin,Melanoma,Skin
CVCL_1313,IST-SL1,ACH-002144,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Supraclavicular lymph node,Small cell lung cancer,Lung
CVCL_1314,IST-SL2,ACH-002145,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Pleural effusion,Small cell lung cancer,Lung
CVCL_1317,Jiyoye,,,burkitt lymphoma,Lymph,,,,,,,Ascites,Burkitt lymphoma,Lymph
CVCL_1319,JVM-2,ACH-000106,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Female,DSMZ,Peripheral blood,Mantle cell lymphoma,Lymph
CVCL_1322,K5,ACH-002148,unknown,differentiated thyroid carcinoma,Thyroid, , ,,,,Sanger,Thyroid gland,Differentiated thyroid carcinoma,Thyroid
CVCL_1326,Karpas-45,ACH-002256,unknown,precursor t-cell acute lymphoblastic leukemia,Blood, , ,,,,Sanger,Bone marrow,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1327,KE-37,ACH-000101,leukemia,leukemia,Blood,T-cell_ALL, ,,,Male,DSMZ,,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1328,KINGS-1,ACH-002257,unknown,anaplastic astrocytoma,Brain, , ,,,,Sanger,Brain,Anaplastic astrocytoma,Brain
CVCL_1330,KM-H2,ACH-000815,lymphoma,lymphoma,Lymph,Hodgkin_lymphoma, ,,,Male,DSMZ,Pleural effusion,Hodgkin lymphoma,Lymph
CVCL_1331,KM12,ACH-000969,colorectal,colorectal,Colon,colorectal_MSI, ,Semi-Adherent,RPMI + 10% FBS,Unknown,JCRB,Colon,Colon carcinoma,Colon
CVCL_1336,KNS-81-FD,ACH-002259,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
CVCL_1341,KP-N-YN,ACH-000227,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Adherent,RPMI + 10% FBS,Male,HSSRB,Right pararenal lymph node.,Neuroblastoma,Nervous System
CVCL_1342,KP-N-YS,ACH-002261,unknown,neuroblastoma,Nervous System, , ,,,,Sanger,Bone marrow,Neuroblastoma,Nervous System
CVCL_1343,KS-1 [Human glioblastoma],,,glioblastoma,Brain,,,,,,,Brain,Glioblastoma,Brain
CVCL_1344,KU-19-19,ACH-000486,urinary_tract,urinary_tract,Bladder, , ,Adherent,RPMI + 10% heat inactivated FBS,Male,DSMZ,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1346,KY821,ACH-002262,unknown,acute myelomonocytic leukemia,Blood, , ,,,,Sanger,"Brain, meninges",Acute myelomonocytic leukemia,Blood
CVCL_1350,KYSE-270,ACH-000873,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI:F12 (1:1) + 10% FBS,Male,DSMZ,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1359,KYSE-220,ACH-002263,unknown,squamous cell carcinoma of the esophagus,Esophagus, , ,,,,Sanger,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1360,KYSE-50,ACH-002264,unknown,squamous cell carcinoma of the esophagus,Esophagus, , ,,,,Sanger,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1362,L-540,ACH-000806,lymphoma,lymphoma,Lymph,Hodgkin_lymphoma, ,,,Female,DSMZ,Bone marrow,Hodgkin lymphoma,Lymph
CVCL_1363,LA-N-6,ACH-001355,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Male,,Bone marrow,Neuroblastoma,Nervous System
CVCL_1365,LB2241-RCC,ACH-002151,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,Kidney,Renal cell carcinoma,Kidney
CVCL_1367,LB373-MEL-D,ACH-002153,unknown,melanoma,Skin, , ,,,,Sanger,,Melanoma,Skin
CVCL_1368,LB647-SCLC,ACH-002154,unknown,small cell lung cancer,Lung, , ,,,,Sanger,,Small cell lung cancer,Lung
CVCL_1369,LB771-HNC,ACH-002265,unknown,head and neck squamous cell carcinoma,Head And Neck, , ,,,,Sanger,,Head and neck squamous cell carcinoma,Head And Neck
CVCL_1370,LB831-BLC,ACH-002266,unknown,bladder carcinoma,Bladder, , ,,,,Sanger,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1371,LB996-RCC,ACH-002155,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,Kidney,Renal cell carcinoma,Kidney
CVCL_1373,LC-2/ad,ACH-002157,unknown,lung adenocarcinoma,Lung, , ,,,,Sanger,Pleural effusion,Lung adenocarcinoma,Lung
CVCL_1374,LC4-1,ACH-002267,unknown,precursor b-cell acute lymphoblastic leukemia,Blood, , ,,,,Sanger,,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1376,LCLC-97TM1,ACH-000596,lung,lung,Lung,lung_NSC,lung_large,Adherent,RPMI + 20% FBS,Male,DSMZ,Lung,Lung large cell carcinoma,Lung
CVCL_1377,LK-2,ACH-000769,lung,lung,Lung,lung_NSC,lung_squamous,Adherent,DMEM + 10% FBS,Male,RIKEN,Lung,Lung squamous cell carcinoma,Lung
CVCL_1378,LN-405,ACH-002268,unknown,glioblastoma,Brain, , ,,,,Sanger,"Brain, left fronto-temporal lobe.",Glioblastoma,Brain
CVCL_1379,LNCaP clone FGC,ACH-000977,prostate,prostate,Prostate, , ,,,Male,ATCC,Left supraclavicular lymph node,Prostate carcinoma,Prostate
CVCL_1380,Loucy,ACH-000104,leukemia,leukemia,Blood,T-cell_ALL, ,,,Female,ATCC,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1382,LS1034,ACH-000252,colorectal,colorectal,Colon, , ,,,Male,ATCC,Cecum,Cecum adenocarcinoma,Colon
CVCL_1387,Lu-134-A,ACH-002051,lung,lung,Lung,lung_small, ,,,Male,,Lung,Small cell lung cancer,Lung
CVCL_1389,Lu-135,ACH-001549,lung,lung,Lung,lung_small, ,,,Male,,Lung,Small cell lung cancer,Lung
CVCL_1390,Lu-139,ACH-002052,lung,lung,Lung,lung_small, ,,,Male,,Lung,Small cell lung cancer,Lung
CVCL_1391,Lu-165,ACH-002077,lung,lung,Lung,lung_small, ,,,Male,,Lymph node,Small cell lung cancer,Lung
CVCL_1392,Lu-65,ACH-000438,lung,lung,Lung,lung_NSC,lung_large,,,Male,JCRB,Lung,Lung giant cell carcinoma,Lung
CVCL_1393,Lu-99A,ACH-002158,unknown,lung giant cell carcinoma,Lung, , ,,,,Sanger,Lung,Lung giant cell carcinoma,Lung
CVCL_1394,LXF 289,ACH-000787,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,F12 + 10% FBS,Male,DSMZ,Lung,Lung adenocarcinoma,Lung
CVCL_1395,M14,ACH-002159,unknown,amelanotic melanoma,Skin, , ,,,,Sanger,"Right buttock, hypodermis",Amelanotic melanoma,Skin
CVCL_1401,ME-180,ACH-001359,cervix,cervix,Cervix, , ,,,Female,,Omentum,Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_1407,MFH-ino,ACH-002271,unknown,undifferentiated pleomorphic sarcoma,Soft Tissue, , ,,,,Sanger,,Undifferentiated pleomorphic sarcoma,Soft Tissue
CVCL_1408,MFM-223,ACH-001819,breast,breast,Breast, , ,,,Female,,Pleural effusion,Breast carcinoma,Breast
CVCL_1413,MHH-PREB-1,ACH-002272,unknown,b-cell non-hodgkin lymphoma,Lymph, , ,,,,Sanger,Lymph node,B-cell non-Hodgkin lymphoma,Lymph
CVCL_1415,MKN1,ACH-000351,gastric,gastric,Stomach,gastric_adenosquamous, ,,,Male,HSSRB,Lymph node,Gastric adenosquamous carcinoma,Stomach
CVCL_1416,MKN28,ACH-002161,unknown,gastric tubular adenocarcinoma,Stomach, , ,,,,Sanger,Liver,Gastric tubular adenocarcinoma,Stomach
CVCL_1418,ML-2,ACH-002273,unknown,acute myeloid leukemia,Blood, , ,,,,Sanger,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_1419,MLMA,ACH-002274,unknown,classic hairy cell leukemia,Blood, , ,,,,Sanger,Peritoneal effusion,Classic hairy cell leukemia,Blood
CVCL_1421,MN-60,ACH-002275,unknown,burkitt lymphoma,Lymph, , ,,,,Sanger,Peripheral blood,Burkitt lymphoma,Lymph
CVCL_1426,Mono-Mac-6,ACH-000006,leukemia,leukemia,Blood,AML, ,,,Male,DSMZ,Peripheral blood,Acute monoblastic/monocytic leukemia,Blood
CVCL_1428,MRK-nu-1,ACH-002163,unknown,breast carcinoma,Breast, , ,,,,Sanger,Pleural effusion,Breast carcinoma,Breast
CVCL_1429,MS-1 [Human lung carcinoma],,,small cell lung cancer,Lung,,,,,,,Pleural effusion,Small cell lung cancer,Lung
CVCL_1434,MZ-PC-1,,,pancreatic ductal adenocarcinoma,Pancreas,,,,,,,Pleural effusion,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_1439,Mo,,,classic hairy cell leukemia,Blood,,,,,,,Spleen,Classic hairy cell leukemia,Blood
CVCL_1440,NB1,ACH-000804,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Adherent,RPMI + 10% FBS,Male,HSRRB,Cervical lymph node,Neuroblastoma,Nervous System
CVCL_1441,SJNB-10,,,neuroblastoma,Nervous System,,,,,,,,Neuroblastoma,Nervous System
CVCL_1442,SJNB-12,,,neuroblastoma,Nervous System,,,,,,,Bone marrow,Neuroblastoma,Nervous System
CVCL_1443,SJNB-13,,,neuroblastoma,Nervous System,,,,,,,,Neuroblastoma,Nervous System
CVCL_1444,SJNB-14,,,neuroblastoma,Nervous System,,,,,,,,Neuroblastoma,Nervous System
CVCL_1448,NB69,ACH-002083,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Male,,,Neuroblastoma,Nervous System
CVCL_1451,NCC-IT,ACH-001578,embryo,embryo,Embryonic, , ,,,Male,,,Non-central nervous system-localized embryonal carcinoma,Embryonic
CVCL_1462,NCI-H1304,ACH-002169,unknown,small cell lung cancer,Lung, , ,,,,Sanger,,Small cell lung cancer,Lung
CVCL_1470,NCI-H1435,ACH-000852,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,ATCC,Lung,Lung adenocarcinoma,Lung
CVCL_1471,NCI-H1436,ACH-000830,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lymph node,Small cell lung cancer,Lung
CVCL_1472,NCI-H1437,ACH-000589,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Male,ATCC,Pleural effusion,Lung adenocarcinoma,Lung
CVCL_1481,NCI-H1623,ACH-000744,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,ATCC,Lymph node,Lung adenocarcinoma,Lung
CVCL_1487,NCI-H1688,ACH-002170,unknown,small cell lung cancer,Lung, , ,,,Male,ATCC/Sanger,Liver,Small cell lung cancer,Lung
CVCL_1491,NCI-H1734,ACH-000675,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,ATCC,Lung,Lung adenocarcinoma,Lung
CVCL_1492,NCI-H1755,ACH-000282,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,ATCC,Liver,Lung adenocarcinoma,Lung
CVCL_1493,NCI-H1770,ACH-001362,lung,lung,Lung,lung_NSC, ,,,Male,,Lymph node,Lung non-small cell carcinoma,Lung
CVCL_1494,NCI-H1781,ACH-000379,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,ATCC,Pleural effusion,Minimally invasive lung adenocarcinoma,Lung
CVCL_1498,NCI-H1836,ACH-000559,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lung,Small cell lung cancer,Lung
CVCL_1499,NCI-H1838,ACH-000733,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,ATCC,Lung,Lung adenocarcinoma,Lung
CVCL_1501,NCI-H187,ACH-001136,lung,lung,Lung,lung_small, ,,,Male,,Pleural effusion,Small cell lung cancer,Lung
CVCL_1503,NCI-H1876,ACH-000586,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lymph node,Small cell lung cancer,Lung
CVCL_1510,NCI-H1963,ACH-000729,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lung,Small cell lung cancer,Lung
CVCL_1512,NCI-H1993,ACH-001137,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,,Lymph node,Lung adenocarcinoma,Lung
CVCL_1516,NCI-H2029,ACH-000298,lung,lung,Lung,lung_small, ,,,Female,ATCC,Lymph node,Small cell lung cancer,Lung
CVCL_1522,NCI-H2081,ACH-000394,lung,lung,Lung,lung_small, ,,,Female,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1525,NCI-H209,ACH-000290,lung,lung,Lung,lung_small, ,Suspension,RPMI + 10% FBS,Male,ATCC,Bone marrow,Small cell lung cancer,Lung
CVCL_1530,NCI-H2110,ACH-000929,lung,lung,Lung,lung_NSC, ,Adherent,RPMI + 10% FBS,Unknown,ATCC,Pleural effusion,Lung non-small cell carcinoma,Lung
CVCL_1533,NCI-H2135,ACH-001363,lung,lung,Lung,lung_NSC, ,,,Unknown,,,Lung non-small cell carcinoma,Lung
CVCL_1534,NCI-H2141,ACH-001138,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lymph node,Small cell lung cancer,Lung
CVCL_1536,NCI-H2171,ACH-000525,lung,lung,Lung,lung_small, ,,,Male,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1539,NCI-H2196,ACH-000399,lung,lung,Lung,lung_small, ,,,Male,ATCC,Bone marrow,Small cell lung cancer,Lung
CVCL_1542,NCI-H2227,ACH-000610,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lung,Small cell lung cancer,Lung
CVCL_1546,NCI-H2291,ACH-000718,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Male,ATCC,Lymph node,Lung adenocarcinoma,Lung
CVCL_1549,NCI-H2342,ACH-000951,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,ATCC,Lung,Lung adenocarcinoma,Lung
CVCL_1550,NCI-H2347,ACH-000875,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,ATCC,Lung,Lung adenocarcinoma,Lung
CVCL_1551,NCI-H2405,ACH-000121,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,ATCC,Lung,Lung adenocarcinoma,Lung
CVCL_1557,NCI-H322M,ACH-002172,unknown,minimally invasive lung adenocarcinoma,Lung, , ,,,,Sanger,Lung,Minimally invasive lung adenocarcinoma,Lung
CVCL_1558,NCI-H345,ACH-001364,lung,lung,Lung,lung_small, ,,,Male,,Bone marrow,Small cell lung cancer,Lung
CVCL_1562,NCI-H446,ACH-000800,lung,lung,Lung,lung_small, ,Adherent,RPMI + 10% FBS,Male,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1565,NCI-H510A,,,small cell lung cancer,Lung,,,,,,,Adrenal gland,Small cell lung cancer,Lung
CVCL_1568,NCI-H524,ACH-000816,lung,lung,Lung,lung_small, ,,,Male,ATCC,Lymph node,Small cell lung cancer,Lung
CVCL_1569,NCI-H526,ACH-000767,lung,lung,Lung,lung_small, ,Suspension,RPMI + 10% FBS,Male,ATCC,Bone marrow,Small cell lung cancer,Lung
CVCL_1571,NCI-H596,ACH-000628,lung,lung,Lung,lung_NSC, ,,,Male,ATCC,Lung,Lung adenosquamous carcinoma,Lung
CVCL_1573,NCI-H64,ACH-001599,lung,lung,Lung,lung_small, ,,,Female,,Lymph node,Small cell lung cancer,Lung
CVCL_1579,NCI-H69,ACH-000358,lung,lung,Lung,lung_small, ,,,Male,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1581,NCI-H716,ACH-000491,colorectal,colorectal,Colon, , ,Semi-adherent,RPMI + 10% FBS,Male,ATCC,Ascites,Cecum adenocarcinoma,Colon
CVCL_1583,NCI-H720,ACH-002174,unknown,lung carcinoid tumor,Lung, , ,,,,Sanger,Lung,Lung carcinoid tumor,Lung
CVCL_1588,NCI-H748,ACH-002176,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Lymph node,Small cell lung cancer,Lung
CVCL_1591,NCI-H82,ACH-000355,lung,lung,Lung,lung_small, ,,RPMI + 10% FBS,Male,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1594,NCI-H838,ACH-000416,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Male,ATCC,Lymph node,Lung adenocarcinoma,Lung
CVCL_1595,NCI-H841,ACH-000292,lung,lung,Lung,lung_small, ,Adherent,DMEM:F12 (1:1) + 10% FBS + 1ml Insulin-Transferrin-Selenium,Male,ATCC,Lung,Thoracic SMARCA4-deficient undifferentiated tumor,Lung
CVCL_1596,NCI-H847,ACH-001365,lung,lung,Lung,lung_small, ,,,Male,,Pleural effusion,Small cell lung cancer,Lung
CVCL_1604,NEC8,ACH-002288,unknown,non-central nervous system-localized embryonal carcinoma,Embryonic, , ,,,,Sanger,Testis,Non-central nervous system-localized embryonal carcinoma,Embryonic
CVCL_1605,NH-12,ACH-001603,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Male,,Adrenal gland,Neuroblastoma,Nervous System
CVCL_1607,NKM-1,ACH-002290,unknown,acute myeloid leukemia,Blood, , ,,,,Sanger,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_1608,NMC-G1,ACH-000200,central_nervous_system,central_nervous_system,Brain,glioma,glioblastoma,Adherent,DMEM + 10% FBS,Female,HSSRB,Brain,Astrocytoma,Brain
CVCL_1609,NOMO-1,ACH-000168,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 10% FBS,Female,HSRRB,Bone marrow,Acute monoblastic/monocytic leukemia,Blood
CVCL_1610,NOS-1 [Human osteosarcoma],,,osteosarcoma,Bone,,,,,,,"Bone, left proximal tibia",Osteosarcoma,Bone
CVCL_1613,NY,ACH-002178,unknown,osteosarcoma,Bone, , ,,,,Sanger,"Bone, right femur",Osteosarcoma,Bone
